Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,Income (Other),EBT,Income after Tax,Share of Subsidiary Earnings,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2020-03-31 00:00:00,2885114000.0,833619000.0,2051495000.0,60511000.0,1464106900.0,-25282000.0,51119000.0,10441000.0,1438824800.0,1438824800.0,75843000.0,1284157900.0,7.38,0.7111,0.5075,0.4987,0.4451,0.5524,1990983900.0,1464106800.0,8.7355,,8.7473,,8.7473,1525108800.0,,1525109000.0,0.6901,0.7143,PSA
2019-12-31 00:00:00,2855108000.0,813152000.0,2041956000.0,62146000.0,1466891900.0,-18958000.0,45641000.0,8170000.0,1447933800.0,1447933800.0,69547000.0,1272766900.0,7.31,0.7152,0.5138,0.5071,0.4458,0.5589,1979809900.0,1466891800.0,8.7415,,8.7536,,8.7536,1525650800.0,,1525651000.0,0.6934,0.7242,PSA
2019-09-30 00:00:00,2827026900.0,801934000.0,2025092900.0,66109000.0,1459576900.0,-13275000.0,40947000.0,59945000.0,1446301900.0,1446301900.0,68597000.0,1475618100.0,8.48,0.7163,0.5163,0.5116,0.522,0.554,1958983900.0,1459576900.0,9.8952,,9.9118,,9.9118,1726459900.0,,1726460000.0,0.6929,0.7286,PSA
2019-06-30 00:00:00,2804058900.0,785216000.0,2018842900.0,76630000.0,1447522900.0,-8217000.0,36444000.0,48384000.0,1439305900.0,1439305900.0,67323000.0,1460935100.0,8.39,0.72,0.5162,0.5133,0.521,0.5796,1942212900.0,1447522900.0,9.7849,,9.8026,,9.8026,1706628900.0,,1706629000.0,0.6926,0.7488,PSA
2019-03-31 00:00:00,2778636900.0,768457000.0,2010179900.0,92695000.0,1429876900.0,-6605000.0,32578000.0,75205000.0,1423271900.0,1423271900.0,90372000.0,1502824100.0,8.63,0.7234,0.5146,0.5122,0.5408,0.5696,1917484900.0,1429876900.0,9.983,,10.0011,,10.0011,1740464900.0,,1740465000.0,0.6901,0.7468,PSA
2018-12-31 00:00:00,2759522900.0,757083000.0,2002439900.0,104712000.0,1414081900.0,-7990000.0,32542000.0,56020000.0,1406091900.0,1406091900.0,103495000.0,1488900100.0,8.56,0.7256,0.5124,0.5095,0.5395,0.5735,1897727900.0,1414081900.0,9.8523,,9.8709,,9.8709,1717222900.0,,1717223000.0,0.6877,0.7478,PSA
2018-09-30 00:00:00,2734128000.0,731227000.0,2002901000.0,110829000.0,1409700000.0,-7785000.0,32726000.0,9416000.0,1401915100.0,1401915100.0,108949000.0,1292877900.0,7.43,0.7326,0.5156,0.5127,0.4729,0.5731,1892072000.0,1409700000.0,8.7255,,8.743,,8.743,1520280100.0,,1520279900.0,0.692,0.7468,PSA
2018-06-30 00:00:00,2714121000.0,726302000.0,1987819000.0,105711000.0,1410932000.0,-4531000.0,27021000.0,-15832000.0,1406401100.0,1406401100.0,108396000.0,1249915900.0,7.19,0.7324,0.5198,0.5182,0.4605,0.5606,1882108000.0,1410932000.0,8.6045,,8.6235,,8.6235,1498965100.0,,1498964900.0,0.6935,0.732,PSA
2018-03-31 00:00:00,2692905000.0,717903000.0,1975002000.0,89374000.0,1424052000.0,568000.0,19749000.0,-62241000.0,1424620100.0,1424620100.0,86501000.0,1178296900.0,6.78,0.7334,0.5288,0.529,0.4376,0.5611,1885628000.0,1424052000.0,8.3187,,8.3394,,8.3394,1448880100.0,,1448879900.0,0.7002,0.7324,PSA
2017-12-31 00:00:00,2668528000.0,707978000.0,1960550000.0,82882000.0,1423142000.0,6081000.0,12690000.0,-56413000.0,1429223100.0,1429223100.0,75655000.0,1171608900.0,6.74,0.7347,0.5333,0.5356,0.439,0.5677,1877668000.0,1423142000.0,8.3172,,8.3431,,8.3431,1448465100.0,,1448464900.0,0.7036,0.7393,PSA
2017-09-30 00:00:00,2647647100.0,701265000.0,1946382100.0,82479000.0,1417736100.0,10104000.0,5453000.0,-27020000.0,1427840000.0,1427840000.0,72363000.0,1190341000.0,6.86,0.7351,0.5355,0.5393,0.4496,0.583,1863903100.0,1417736100.0,8.4644,,8.4934,,8.4934,1473183100.0,,1473182900.0,0.704,0.7432,PSA
2017-06-30 00:00:00,2624434100.0,689273000.0,1935161100.0,82308000.0,1410574100.0,10453000.0,4285000.0,-9450000.0,1421027000.0,1421027000.0,72382000.0,1219581000.0,7.03,0.7374,0.5375,0.5415,0.4647,0.5911,1852853100.0,1410574100.0,8.531,,8.5629,,8.5629,1483959100.0,,1483958900.0,0.706,0.7415,PSA
2017-03-31 00:00:00,2594310100.0,678699000.0,1915611100.0,85637000.0,1390859100.0,10064000.0,4547000.0,23647000.0,1400923000.0,1400923000.0,62541000.0,1223675000.0,7.06,0.7384,0.5361,0.54,0.4717,0.6153,1829974100.0,1390859100.0,8.55,,8.5872,,8.5872,1487111000.0,,1487110900.0,0.7054,0.7568,PSA
2016-12-31 00:00:00,2560549100.0,669083000.0,1891466100.0,83656000.0,1374496100.0,10928000.0,4210000.0,18259000.0,1385424000.0,1385424000.0,56756000.0,1183879000.0,6.84,0.7387,0.5368,0.5411,0.4624,0.6225,1807810100.0,1374496100.0,8.3991,,8.4374,,8.4374,1460439000.0,,1460438900.0,0.706,0.7597,PSA
2016-09-30 00:00:00,2518452000.0,661624000.0,1856828000.0,82964000.0,1345984000.0,11601000.0,3310000.0,-3866000.0,1357585000.0,1357585000.0,56298000.0,1134070100.0,6.55,0.7373,0.5344,0.5391,0.4503,0.6283,1773864000.0,1345984000.0,8.1103,,8.1503,,8.1503,1410016900.0,,1410016900.0,0.7043,0.761,PSA
2016-06-30 00:00:00,2474176000.0,647683000.0,1826493000.0,84397000.0,1317566000.0,13074000.0,2089000.0,16487000.0,1330640000.0,1330640000.0,51664000.0,1098621100.0,6.35,0.7382,0.5325,0.5378,0.444,0.6209,1742096000.0,1317566000.0,7.9534,,7.9929,,7.9929,1382102900.0,,1382102900.0,0.7041,0.7572,PSA
2016-03-31 00:00:00,2428603000.0,636776000.0,1791827000.0,87064000.0,1280773000.0,14239000.0,711000.0,7843000.0,1295012000.0,1295012000.0,48917000.0,1081772100.0,6.26,0.7378,0.5274,0.5332,0.4454,0.6194,1704763000.0,1280773000.0,7.7859,,7.8228,,7.8228,1351784000.0,,1351783900.0,0.702,0.744,PSA
2015-12-31 00:00:00,2381696000.0,635502000.0,1746194000.0,88177000.0,1232009000.0,15934000.0,,15785000.0,1247943000.0,1247943000.0,50937000.0,1053050100.0,6.09,0.7332,0.5173,0.524,0.4421,0.6106,1658017000.0,1232009000.0,7.5944,,7.6301,,7.6301,1317689000.0,,1317688900.0,0.6961,0.734,PSA
2015-09-30 00:00:00,2324910800.0,627478000.0,1697432800.0,87940000.0,1179218900.0,23732000.0,0.0,,1202951000.0,1202951000.0,81229000.0,1034004000.0,5.99,0.7301,0.5072,0.5174,0.4447,0.6318,1609492900.0,1179218900.0,7.5037,,7.5384,,7.5384,1300855900.0,,1300856000.0,0.6923,0.758,PSA
2015-06-30 00:00:00,2273128800.0,621360000.0,1651768800.0,82241000.0,1134258900.0,23582000.0,1238000.0,11989000.0,1157841000.0,1157841000.0,83192000.0,992311000.0,5.75,0.7266,0.499,0.5094,0.4365,0.6361,1569527900.0,1134258900.0,7.2399,,7.2751,,7.2751,1254696900.0,,1254697000.0,0.6905,0.7554,PSA
2015-03-31 00:00:00,2222550800.0,610817000.0,1611733800.0,76630000.0,1099864900.0,19923000.0,3301000.0,,1119788000.0,1119788000.0,89847000.0,946737000.0,5.49,0.7252,0.4949,0.5038,0.426,0.6301,1535103900.0,1099864900.0,6.9548,,6.9901,,6.9901,1204935900.0,,1204936000.0,0.6907,0.7448,PSA
2014-12-31 00:00:00,2177295800.0,613324000.0,1563971800.0,71459000.0,1055398900.0,13336000.0,6781000.0,-7047000.0,1068735000.0,1068735000.0,88267000.0,908176000.0,5.27,0.7183,0.4847,0.4909,0.4171,0.6343,1492512900.0,1055398900.0,6.6419,,6.6761,,6.6761,1149954900.0,,1149955000.0,0.6855,0.7365,PSA
2014-09-30 00:00:00,2121458000.0,602637000.0,1518821000.0,68931000.0,1014422000.0,22447000.0,8603000.0,766000.0,1036869000.0,1036869000.0,61871000.0,867968000.0,5.04,0.7159,0.4782,0.4888,0.4091,0.6489,1449890000.0,1014422000.0,6.3549,,6.3897,,6.3897,1099506000.0,,1099506100.0,0.6834,0.7277,PSA
2014-06-30 00:00:00,2066325000.0,591872000.0,1474453000.0,68707000.0,984818000.0,23893000.0,7843000.0,19872000.0,1008711000.0,1008711000.0,61574000.0,867514000.0,5.05,0.7136,0.4766,0.4882,0.4198,0.6294,1405746000.0,984818000.0,6.3058,,6.3418,,6.3418,1090157000.0,,1090157100.0,0.6803,0.7181,PSA
2014-03-31 00:00:00,2013666000.0,583889000.0,1429777000.0,67415000.0,956940000.0,28606000.0,6427000.0,27471000.0,985546000.0,985546000.0,60540000.0,856847000.0,4.99,0.71,0.4752,0.4894,0.4255,0.64,1362362000.0,956940000.0,6.2146,,6.2512,,6.2512,1073557000.0,,1073557100.0,0.6766,0.7209,PSA
2013-12-31 00:00:00,1964942000.0,559759000.0,1405183000.0,66679000.0,951102000.0,31768000.0,6444000.0,17082000.0,982870000.0,982870000.0,57579000.0,844731000.0,4.92,0.7151,0.484,0.5002,0.4299,0.6465,1338504000.0,951102000.0,6.1239,,6.1613,,6.1613,1057531000.0,,1057531100.0,0.6812,0.7279,PSA
2013-09-30 00:00:00,1937929100.0,560598000.0,1377331000.0,62708000.0,943562100.0,13200000.0,9108000.0,20638000.0,956762000.0,956762000.0,54246000.0,810525000.0,4.73,0.7107,0.4869,0.4937,0.4182,0.6298,1222037100.0,943562100.0,5.619,,6.0219,,5.636,1031645900.0,,1032116900.0,0.6306,0.7067,PSA
2013-06-30 00:00:00,1903154100.0,554270000.0,1348884000.0,60356000.0,924107100.0,8613000.0,13556000.0,13563000.0,932720000.0,932720000.0,52619000.0,781629000.0,4.57,0.7088,0.4856,0.4901,0.4107,0.6609,1106045100.0,924107100.0,5.076,,5.9111,,5.0927,998901900.0,,1011307900.0,0.5812,0.7106,PSA
2013-03-31 00:00:00,1873569100.0,554582000.0,1318987000.0,58685000.0,898344100.0,5480000.0,17976000.0,-16018000.0,903824000.0,903824000.0,48114000.0,706287000.0,4.14,0.704,0.4795,0.4824,0.377,0.6494,1077933100.0,898344100.0,4.3303,,5.5532,,4.348,935919900.0,,948559900.0,0.5753,0.7021,PSA
2012-12-31 00:00:00,1842504100.0,555904000.0,1286600000.0,56837000.0,871982100.0,3717000.0,19813000.0,8876000.0,875699000.0,875699000.0,45586000.0,669694000.0,3.94,0.6983,0.4733,0.4753,0.3635,0.6552,1047508100.0,871982100.0,3.83,0.0701,5.529,0.0801,3.85,930160900.0,12874000.0,943034900.0,0.5685,0.6978,PSA
