Date,Revenue,Cost of Revenue,Gross Profit,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2020-03-31 00:00:00,7775784000.0,4249719000.0,3526064600.0,766434600.0,-149422000.0,149422000.0,617013000.0,118168000.0,498845000.0,496804000.0,1.74,0.4535,0.0986,0.0794,0.0639,0.1322,877460600.0,766434700.0,1.7096,1.7392,1.7392,498845000.0,498845000.0,0.1128,0.1566,WRB
2019-12-31 00:00:00,7902196000.0,4131116000.0,3771079600.0,1006328500.0,-153409000.0,153409000.0,852920000.0,168935000.0,683985000.0,681944000.0,2.3866,0.4772,0.1273,0.1079,0.0863,0.1185,1119715500.0,1006328600.0,2.3504,2.3875,2.3875,683985000.0,683985000.0,0.1417,0.1447,WRB
2019-09-30 00:00:00,7877708000.0,4079078000.0,3798630100.0,1029286100.0,-160490000.0,160490000.0,868796000.0,168332000.0,700464000.0,694997000.0,2.4355,0.4822,0.1307,0.1103,0.0882,0.1041,1125860100.0,1029286000.0,2.4258,2.4505,2.4505,700464000.0,700464000.0,0.1429,0.1362,WRB
2019-06-30 00:00:00,7849894000.0,4055327000.0,3794567100.0,1036900100.0,-161863000.0,161863000.0,875037000.0,175281000.0,699756000.0,691709000.0,2.4244,0.4834,0.1321,0.1115,0.0881,0.084,1162925100.0,1036900000.0,2.4256,2.4499,2.4499,699756000.0,699756000.0,0.1481,0.1151,WRB
2019-03-31 00:00:00,7737426000.0,4000133000.0,3737293000.0,991393000.0,-160850000.0,160850000.0,830543000.0,167436000.0,663107000.0,655075000.0,2.2955,0.483,0.1281,0.1073,0.0847,0.058,1120898000.0,991392900.0,2.3008,2.3241,2.3241,663107000.0,663107000.0,0.1449,0.0929,WRB
2018-12-31 00:00:00,7691651000.0,3974702000.0,3716949100.0,969278900.0,-157185000.0,157185000.0,812094000.0,163028000.0,649066000.0,640749000.0,2.2489,0.4832,0.126,0.1056,0.0833,0.0073,1100386900.0,969278800.0,2.2537,2.2775,2.2775,649066000.0,649066000.0,0.1431,0.0806,WRB
2018-09-30 00:00:00,7675020000.0,3931447800.0,3743572300.0,1004340800.0,-153487000.0,153487000.0,850854000.0,181788000.0,669066000.0,662980000.0,2.3289,0.4878,0.1309,0.1109,0.0864,-0.01,1115700800.0,1004340700.0,2.306,2.3551,2.3551,669066000.0,669066000.0,0.1454,0.0693,WRB
2018-06-30 00:00:00,7768460000.0,3994901800.0,3773558400.0,1018204000.0,-150460000.0,150460000.0,867744000.0,200303000.0,667441000.0,663114000.0,2.3333,0.4858,0.1311,0.1117,0.0854,0.0006,1142853000.0,1018203900.0,2.2987,2.3539,2.3539,667441000.0,667441000.0,0.1471,0.0779,WRB
2018-03-31 00:00:00,7705593000.0,3985963800.0,3719629400.0,947016900.0,-147554000.0,147554000.0,799463000.0,203227000.0,596236000.0,592043000.0,2.0889,0.4827,0.1229,0.1038,0.0768,-0.0034,1070866900.0,947016800.0,2.0514,2.1074,2.1074,596236000.0,596236000.0,0.139,0.0799,WRB
2017-12-31 00:00:00,7684764000.0,4002347800.0,3682416300.0,920067000.0,-147297000.0,147297000.0,772770000.0,219433000.0,553337000.0,549094000.0,1.9511,0.4792,0.1197,0.1006,0.0715,0.0467,1033023000.0,920066900.0,1.9015,1.9727,1.9727,553337000.0,553337000.0,0.1344,0.0925,WRB
2017-09-30 00:00:00,7721141000.0,4018936100.0,3702204800.0,950500500.0,-147296000.0,147296000.0,803204000.0,252471000.0,550733000.0,547293000.0,1.9689,0.4795,0.1231,0.104,0.0709,0.0397,1045535500.0,950500300.0,1.9026,1.9749,1.9749,550733000.0,550733000.0,0.1354,0.0834,WRB
2017-06-30 00:00:00,7709526000.0,3903618100.0,3805907700.0,1056224400.0,-147518000.0,147518000.0,908706000.0,300128000.0,608578000.0,605889000.0,2.1956,0.4937,0.137,0.1179,0.0786,0.0424,1140081400.0,1056224200.0,2.1043,2.2,2.2,608578000.0,608578000.0,0.1479,0.0961,WRB
2017-03-31 00:00:00,7717391000.0,3903082100.0,3814308700.0,1051530500.0,-145471000.0,145471000.0,906059000.0,298148000.0,607911000.0,605852000.0,2.2045,0.4942,0.1363,0.1174,0.0785,0.0568,1125469500.0,1051530300.0,2.1021,2.2062,2.2062,607911000.0,607911000.0,0.1458,0.1015,WRB
2016-12-31 00:00:00,7654184000.0,3845800100.0,3808383900.0,1037334600.0,-140896000.0,140896000.0,896438000.0,292953000.0,603485000.0,601916000.0,2.1867,0.4976,0.1355,0.1171,0.0786,0.0651,1123385600.0,1037334400.0,2.0865,2.1869,2.1869,603485000.0,603485000.0,0.1468,0.1108,WRB
2016-09-30 00:00:00,7493908000.0,3775311000.0,3718597000.0,956565900.0,-135755000.0,135755000.0,820811000.0,261116000.0,559695000.0,558873000.0,2.0223,0.4962,0.1276,0.1095,0.0746,0.0863,1045473900.0,956566100.0,1.9316,2.0257,2.0257,559695000.0,559695000.0,0.1395,0.1318,WRB
2016-06-30 00:00:00,7335138000.0,3735810000.0,3599328100.0,848468900.0,-130353000.0,130353000.0,718116000.0,226348000.0,491768000.0,490830000.0,1.7734,0.4907,0.1157,0.0979,0.0669,0.0773,938213900.0,848469100.0,1.6951,1.7767,1.7767,491768000.0,491768000.0,0.1279,0.1201,WRB
2016-03-31 00:00:00,7268989000.0,3677883000.0,3591106100.0,866620900.0,-128632000.0,128632000.0,737989000.0,232078000.0,505911000.0,504898000.0,1.8178,0.494,0.1192,0.1015,0.0695,0.0909,962801900.0,866621100.0,1.7393,1.8237,1.8237,505911000.0,505911000.0,0.1325,0.1322,WRB
2015-12-31 00:00:00,7206457000.0,3656270000.0,3550186900.0,862975800.0,-130946000.0,130946000.0,732030000.0,227923000.0,504107000.0,503694000.0,1.8045,0.4926,0.1198,0.1016,0.0699,0.0826,948114800.0,862976000.0,1.7208,1.8063,1.8063,504107000.0,504107000.0,0.1316,0.1223,WRB
2015-09-30 00:00:00,7179829000.0,3646868800.0,3532960400.0,872342200.0,-133814000.0,133814000.0,738528000.0,233348000.0,505180000.0,504660000.0,1.7956,0.4921,0.1215,0.1029,0.0703,0.0861,963147200.0,872342400.0,1.7161,1.8009,1.8009,505180000.0,505180000.0,0.1341,0.1087,WRB
2015-06-30 00:00:00,7159477000.0,3607636800.0,3551840300.0,923163300.0,-135102000.0,135102000.0,788061000.0,246826000.0,541235000.0,540592000.0,1.9023,0.4961,0.1289,0.1101,0.0755,0.0749,1003434300.0,923163500.0,1.8206,1.9095,1.9095,541235000.0,541235000.0,0.1402,0.1136,WRB
2015-03-31 00:00:00,7166701000.0,3569179800.0,3597521300.0,1005710300.0,-132382000.0,132382000.0,873328000.0,274965000.0,598363000.0,597518000.0,2.089,0.502,0.1403,0.1219,0.0834,0.1025,1088513300.0,1005710500.0,2.0006,2.0949,2.0949,598363000.0,598363000.0,0.1519,0.0911,WRB
2014-12-31 00:00:00,7128928000.0,3490566800.0,3638361400.0,1080370400.0,-128174000.0,128174000.0,952196000.0,302593000.0,649603000.0,648884000.0,2.2534,0.5104,0.1515,0.1336,0.091,0.1155,1169206400.0,1080370600.0,2.1602,2.2577,2.2577,649603000.0,649603000.0,0.164,0.1031,WRB
2014-09-30 00:00:00,7041179000.0,3425595100.0,3615584100.0,1095298400.0,-124080000.0,124080000.0,971218000.0,297178000.0,674040000.0,668552000.0,2.2978,0.5135,0.1556,0.1379,0.0949,0.1071,1181754400.0,1095298400.0,2.2187,2.316,2.316,674040000.0,674040000.0,0.1678,0.1091,WRB
2014-06-30 00:00:00,6834698000.0,3336748100.0,3497950100.0,1012498300.0,-121500000.0,121500000.0,890998000.0,267561000.0,623437000.0,616987000.0,2.0889,0.5118,0.1481,0.1304,0.0903,0.1323,1115803300.0,1012498300.0,2.0241,2.1102,2.1102,623437000.0,623437000.0,0.1633,0.1113,WRB
2014-03-31 00:00:00,6608671000.0,3274440100.0,3334231200.0,908646400.0,-122396000.0,122396000.0,786250000.0,227863000.0,558387000.0,552983000.0,1.84,0.5045,0.1375,0.119,0.0837,0.0991,1016062400.0,908646400.0,1.7856,1.8595,1.8595,558387000.0,558387000.0,0.1537,0.1283,WRB
2013-12-31 00:00:00,6408534000.0,3197024100.0,3211510200.0,822065400.0,-123177000.0,123177000.0,698888000.0,193587000.0,505301000.0,499925000.0,1.64,0.5011,0.1283,0.1091,0.078,0.1013,925155400.0,822065400.0,1.5956,1.6598,1.6598,505301000.0,505301000.0,0.1444,0.1279,WRB
2013-09-30 00:00:00,6320456000.0,3149597900.0,3170858400.0,874874000.0,-125219000.0,125219000.0,749655000.0,214243000.0,535412000.0,535035000.0,1.7511,0.5017,0.1384,0.1186,0.0847,0.0868,993253000.0,874874100.0,1.6757,1.7518,1.7518,535412000.0,535412000.0,0.1571,0.1343,WRB
2013-06-30 00:00:00,6106833000.0,3087953900.0,3018879400.0,812497000.0,-127382000.0,127382000.0,685115000.0,186883000.0,498232000.0,499008000.0,1.6311,0.4943,0.133,0.1122,0.0817,0.0588,919386000.0,812497100.0,1.5564,1.6266,1.6266,498232000.0,498232000.0,0.1506,0.1109,WRB
2013-03-31 00:00:00,5951618000.0,3013685900.0,2937932200.0,803439900.0,-128592000.0,128592000.0,674848000.0,182839000.0,492009000.0,491889000.0,1.6044,0.4936,0.135,0.1134,0.0826,0.0701,905556900.0,803440000.0,1.5314,1.6004,1.6004,492009000.0,492009000.0,0.1522,0.1204,WRB
2012-12-31 00:00:00,5823554000.0,2948478900.0,2875075200.0,828229900.0,-126302000.0,126302000.0,701928000.0,191285000.0,510643000.0,510592000.0,1.6578,0.4937,0.1422,0.1205,0.0877,0.065,931648900.0,828230000.0,1.5836,1.6555,1.6555,510643000.0,510643000.0,0.16,0.116,WRB
