Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2017-06-30 00:00:00,12559257000.0,6457975000.0,6101282000.0,4248341000.0,1798032900.0,,-142771000.0,169902000.0,1655262100.0,465696000.0,1189566000.0,1148026000.0,4.14,0.4858,0.1432,0.1318,0.0914,0.0936,2115447900.0,1798032700.0,4.1926,,4.1444,,4.2939,1189566000.0,1148026000.0,0.1684,0.1103,SHW
2017-03-31 00:00:00,12042965000.0,6040399000.0,6002566000.0,4144016000.0,1826975800.0,,-141503000.0,154051000.0,1685473100.0,478494000.0,1206979000.0,1206979000.0,4.3666,0.4984,0.1517,0.14,0.1002,0.1141,2095316800.0,1826975600.0,4.2559,,4.3716,,4.3705,1206979000.0,1206979000.0,0.174,0.1331,SHW
2016-12-31 00:00:00,11855602000.0,5934344000.0,5921258000.0,4152628000.0,1743225800.0,,-147993000.0,154088000.0,1595233100.0,462530000.0,1132703000.0,1132703000.0,4.0433,0.4994,0.147,0.1346,0.0955,0.0902,2015150800.0,1743225600.0,3.9967,,4.1111,,4.11,1132703000.0,1132703000.0,0.17,0.1104,SHW
2016-09-30 00:00:00,11677607000.0,5820910000.0,5856697000.0,4098507000.0,1716186500.0,,-127766000.0,130270000.0,1588419900.0,460730000.0,1127689900.0,1127690000.0,4.0267,0.5015,0.147,0.136,0.0966,0.1081,1960975500.0,1716186300.0,3.9759,,4.0946,,4.0935,1127690000.0,1127690000.0,0.1679,0.1294,SHW
2016-06-30 00:00:00,11550430000.0,5755606000.0,5794824000.0,4050355000.0,1710648400.0,,-107126000.0,103165000.0,1603521900.0,488074000.0,1115447900.0,1115448000.0,3.9734,0.5017,0.1481,0.1388,0.0966,0.1167,1935618400.0,1710648200.0,3.9378,,4.0473,,4.0475,1115448000.0,1115448000.0,0.1676,0.1393,SHW
2016-03-31 00:00:00,11463044000.0,5774135000.0,5688909000.0,4008321000.0,1652351500.0,,-80261000.0,75172000.0,1572089900.0,484769000.0,1087320900.0,1087321000.0,3.8601,0.4963,0.1441,0.1371,0.0949,0.1044,1858852500.0,1652351300.0,3.8409,,3.9387,,3.9385,1087321000.0,1087321000.0,0.1622,0.1257,SHW
2015-12-31 00:00:00,11339304000.0,5779691000.0,5559613000.0,3915936000.0,1615440600.0,,-66474000.0,61791000.0,1548965900.0,495117000.0,1053848900.0,1053849000.0,3.7934,0.4903,0.1425,0.1366,0.0929,0.107,1817096700.0,1615440400.0,3.7166,,3.8102,,3.81,1053849000.0,1053849000.0,0.1602,0.1277,SHW
2015-09-30 00:00:00,11304120000.0,5849158000.0,5454962000.0,3950201000.0,1504760400.0,,-64145000.0,57643000.0,1440616000.0,452041000.0,988575000.0,992812000.0,3.5434,0.4826,0.1331,0.1274,0.0878,0.0779,1708109500.0,1504760700.0,3.4459,,3.549,,3.549,988575000.0,988575000.0,0.1511,0.0976,SHW
2015-06-30 00:00:00,11302405000.0,5951040000.0,5351365000.0,3943698000.0,1407666700.0,,-43725000.0,56673000.0,1363942000.0,423618000.0,940324000.0,942569000.0,3.3367,0.4735,0.1245,0.1207,0.0834,0.0777,1611643800.0,1407667000.0,3.2484,,3.3421,,3.3421,940324000.0,940324000.0,0.1426,0.0972,SHW
2015-03-31 00:00:00,11213261000.0,5982229000.0,5231032000.0,3904456000.0,1326575900.0,,-41186000.0,60162000.0,1285390000.0,403556000.0,881834000.0,882357000.0,3.0767,0.4665,0.1183,0.1146,0.0787,0.0799,1530273000.0,1326576200.0,3.0012,,3.0835,,3.0835,881834000.0,881834000.0,0.1365,0.099,SHW
2014-12-31 00:00:00,11129533000.0,5965049000.0,5164484000.0,3860448000.0,1304035900.0,,-45810000.0,64205000.0,1258226000.0,392339000.0,865887000.0,865887000.0,2.9934,0.464,0.1172,0.1131,0.0778,0.0792,1506204900.0,1304036200.0,2.9231,,3.0006,,3.0006,865887000.0,865887000.0,0.1353,0.0972,SHW
2014-09-30 00:00:00,11017180000.0,5946492000.0,5070688000.0,3809149000.0,1261538800.0,,-42955000.0,65733000.0,1218583000.0,369316000.0,849267000.0,844412000.0,2.9134,0.4603,0.1145,0.1106,0.0766,0.0901,1458538900.0,1261538600.0,2.8751,,2.9325,,2.9325,849267000.0,849267000.0,0.1324,0.1078,SHW
2014-06-30 00:00:00,10714027000.0,5818336000.0,4895691000.0,3703434000.0,1192256800.0,,-60259000.0,65102000.0,1131997000.0,346004000.0,785993000.0,781430000.0,2.6401,0.4569,0.1113,0.1057,0.0729,0.0888,1386281900.0,1192256600.0,2.6048,,2.6579,,2.6579,785993000.0,785993000.0,0.1294,0.1039,SHW
2014-03-31 00:00:00,10384921000.0,5665304000.0,4719617000.0,3571090000.0,1148526600.0,,-64875000.0,63797000.0,1083651000.0,331818000.0,751833000.0,747353000.0,2.4768,0.4545,0.1106,0.1043,0.072,0.0893,1338724700.0,1148526400.0,2.4444,,2.4958,,2.4958,751833000.0,751833000.0,0.1289,0.1051,SHW
2013-12-31 00:00:00,10185533000.0,5568966000.0,4616567000.0,3470200000.0,1146366500.0,,-60408000.0,62714000.0,1085958000.0,333397000.0,752561000.0,747965000.0,2.4668,0.4532,0.1125,0.1066,0.0734,0.09,1334160600.0,1146366300.0,2.4343,,2.4862,,2.4862,752561000.0,752561000.0,0.131,0.1064,SHW
2013-09-30 00:00:00,9950344000.0,5462448000.0,4487895900.0,3398737100.0,1089159300.0,,-58236000.0,57637000.0,1030923000.0,326433000.0,704490000.0,700053000.0,2.4601,0.451,0.1095,0.1036,0.0704,0.0939,1278178300.0,1089159000.0,2.2721,,2.3167,,2.3167,704490000.0,704490000.0,0.1285,0.1102,SHW
2013-06-30 00:00:00,9706153000.0,5363933000.0,4342219900.0,3309122100.0,1033098200.0,,-46639000.0,52601000.0,986459000.0,309982000.0,676477000.0,671775000.0,2.3567,0.4474,0.1064,0.1016,0.0692,0.0854,1220344200.0,1033097900.0,2.1709,,2.2156,,2.2156,676477000.0,676477000.0,0.1257,0.1018,SHW
2013-03-31 00:00:00,9565286000.0,5306048000.0,4259237900.0,3284806100.0,974432200.0,,-41054000.0,47762000.0,933378000.0,286375000.0,647003000.0,642032000.0,2.2633,0.4453,0.1019,0.0976,0.0671,0.0832,1159793200.0,974431900.0,2.0755,,2.1205,,2.1205,647003000.0,647003000.0,0.1213,0.0995,SHW
2012-12-31 00:00:00,9534462000.0,5328236000.0,4206225900.0,3264896100.0,941330300.0,,-34021000.0,42788000.0,907309000.0,276275000.0,631034000.0,625920000.0,2.2099,0.4412,0.0987,0.0952,0.0656,0.0766,1124618300.0,941330000.0,2.0238,,2.068,,2.068,631034000.0,631034000.0,0.118,0.0931,SHW
