Date,Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2020-03-31 00:00:00,5537000000.0,1369000000.0,4168000000.0,1559000000.0,1137000000.0,1445000000.0,,63000000.0,1508000000.0,-1531000000.0,3039000000.0,3039000000.0,10.29,0.7528,0.261,0.2723,0.5489,0.2993,1595000000.0,1445000000.0,10.3017,10.372,10.372,3039000000.0,3039000000.0,0.2881,0.3245,EA
2019-12-31 00:00:00,5388000000.0,1376000000.0,4012000000.0,1555000000.0,1180000000.0,1240000000.0,,73000000.0,1313000000.0,-1517000000.0,2830000000.0,2830000000.0,9.55,0.7446,0.2301,0.2437,0.5252,0.3272,1388000000.0,1240000000.0,9.5069,9.5662,9.5662,2830000000.0,2830000000.0,0.2576,0.3523,EA
2019-09-30 00:00:00,5084000000.0,1281000000.0,3803000000.0,1500000000.0,1145000000.0,1121000000.0,,83000000.0,1204000000.0,-1542000000.0,2746000000.0,2746000000.0,9.24,0.748,0.2205,0.2368,0.5401,0.3186,1264000000.0,1121000000.0,9.1918,9.2488,9.2488,2746000000.0,2746000000.0,0.2486,0.3438,EA
2019-06-30 00:00:00,5022000000.0,1294000000.0,3728000000.0,1452000000.0,1128000000.0,1111000000.0,,85000000.0,1196000000.0,-951000000.0,2147000000.0,2147000000.0,7.19,0.7423,0.2212,0.2382,0.4275,0.2893,1255000000.0,1111000000.0,7.1373,7.19,7.19,2147000000.0,2147000000.0,0.2499,0.3156,EA
2019-03-31 00:00:00,4950000000.0,1322000000.0,3628000000.0,1433000000.0,1162000000.0,996000000.0,,83000000.0,1079000000.0,60000000.0,1019000000.0,1019000000.0,3.37,0.7329,0.2012,0.218,0.2059,0.2885,1141000000.0,996000000.0,3.33,3.363,3.363,1019000000.0,1019000000.0,0.2305,0.3125,EA
2018-12-31 00:00:00,5294000000.0,1279000000.0,4015000000.0,1370000000.0,1066000000.0,1553000000.0,,61000000.0,1614000000.0,197000000.0,1417000000.0,1417000000.0,4.65,0.7584,0.2934,0.3049,0.2677,0.2756,1700000000.0,1553000000.0,4.5981,4.6384,4.6384,1417000000.0,1417000000.0,0.3211,0.2952,EA
2018-09-30 00:00:00,5165000000.0,1367000000.0,3798000000.0,1365000000.0,1123000000.0,1290000000.0,,43000000.0,1333000000.0,364000000.0,969000000.0,969000000.0,3.18,0.7353,0.2498,0.2581,0.1876,0.2616,1437000000.0,1290000000.0,3.1324,3.167,3.167,969000000.0,969000000.0,0.2782,0.2823,EA
2018-06-30 00:00:00,4838000000.0,1338000000.0,3500000000.0,1357000000.0,1138000000.0,991000000.0,,28000000.0,1019000000.0,327000000.0,692000000.0,692000000.0,2.27,0.7234,0.2048,0.2106,0.143,0.3162,1134000000.0,991000000.0,2.2306,2.2597,2.2597,692000000.0,692000000.0,0.2344,0.3382,EA
2018-03-31 00:00:00,5150000000.0,1277000000.0,3873000000.0,1320000000.0,1110000000.0,1434000000.0,,15000000.0,1449000000.0,406000000.0,1043000000.0,1043000000.0,3.39,0.752,0.2784,0.2814,0.2025,0.3078,1570000000.0,1434000000.0,3.3429,3.3863,3.3863,1043000000.0,1043000000.0,0.3049,0.3285,EA
2017-12-31 00:00:00,5095000000.0,1246000000.0,3849000000.0,1320000000.0,1126000000.0,1398000000.0,,13000000.0,1411000000.0,409000000.0,1002000000.0,1002000000.0,3.25,0.7554,0.2744,0.2769,0.1967,0.2744,1527000000.0,1398000000.0,3.1947,3.2682,3.2682,1002000000.0,1002000000.0,0.2997,0.2972,EA
2017-09-30 00:00:00,5084000000.0,1261000000.0,3823000000.0,1276000000.0,1126000000.0,1415000000.0,,6000000.0,1421000000.0,234000000.0,1187000000.0,1187000000.0,3.85,0.752,0.2783,0.2795,0.2335,0.3314,1559000000.0,1415000000.0,3.7953,3.8688,3.8688,1187000000.0,1187000000.0,0.3066,0.3544,EA
2017-06-30 00:00:00,5023000000.0,1273000000.0,3750000000.0,1236000000.0,1102000000.0,1407000000.0,,0.0,1407000000.0,236000000.0,1171000000.0,1171000000.0,3.79,0.7466,0.2801,0.2801,0.2331,0.3496,1564000000.0,1407000000.0,3.7403,3.8138,3.8138,1171000000.0,1171000000.0,0.3114,0.3727,EA
2017-03-31 00:00:00,4845000000.0,1298000000.0,3547000000.0,1205000000.0,1112000000.0,1224000000.0,,-14000000.0,1210000000.0,243000000.0,967000000.0,967000000.0,3.17,0.7321,0.2526,0.2497,0.1996,0.3003,1396000000.0,1224000000.0,3.0796,3.1915,3.1915,967000000.0,967000000.0,0.2881,0.3257,EA
2016-12-31 00:00:00,4626000000.0,1322000000.0,3304000000.0,1152000000.0,1103000000.0,1043000000.0,,-23000000.0,1020000000.0,-280000000.0,1300000000.0,1300000000.0,4.26,0.7142,0.2255,0.2205,0.281,0.3578,1231000000.0,1043000000.0,4.0443,4.2335,4.2335,1300000000.0,1300000000.0,0.2661,0.3846,EA
2016-09-30 00:00:00,4547000000.0,1352000000.0,3195000000.0,1133000000.0,1040000000.0,1016000000.0,,-20000000.0,996000000.0,-260000000.0,1256000000.0,1256000000.0,4.12,0.7027,0.2234,0.219,0.2762,0.3103,1205000000.0,1016000000.0,3.9029,4.0921,4.0921,1256000000.0,1256000000.0,0.265,0.3367,EA
2016-06-30 00:00:00,4464000000.0,1360000000.0,3104000000.0,1107000000.0,1043000000.0,946000000.0,,-26000000.0,920000000.0,-234000000.0,1154000000.0,1154000000.0,3.8,0.6953,0.2119,0.2061,0.2585,0.2932,1140000000.0,946000000.0,3.5804,3.7696,3.7696,1154000000.0,1154000000.0,0.2554,0.3177,EA
2016-03-31 00:00:00,4396000000.0,1354000000.0,3042000000.0,1109000000.0,1028000000.0,898000000.0,,-21000000.0,877000000.0,-279000000.0,1156000000.0,1156000000.0,3.76,0.692,0.2043,0.1995,0.263,0.3121,1095000000.0,898000000.0,3.503,3.729,3.729,1156000000.0,1156000000.0,0.2491,0.3333,EA
2015-12-31 00:00:00,4273000000.0,1362000000.0,2911000000.0,1112000000.0,1029000000.0,762000000.0,,-14000000.0,748000000.0,96000000.0,652000000.0,652000000.0,2.1,0.6813,0.1783,0.1751,0.1526,0.2176,966000000.0,762000000.0,1.929,2.1048,2.1048,652000000.0,652000000.0,0.2261,0.2399,EA
2015-09-30 00:00:00,4329000000.0,1217000000.0,3112000000.0,1129000000.0,1018000000.0,955000000.0,,-21000000.0,934000000.0,95000000.0,839000000.0,839000000.0,2.7,0.7189,0.2206,0.2158,0.1938,0.1684,1162000000.0,955000000.0,2.5133,2.7061,2.7061,839000000.0,839000000.0,0.2684,0.189,EA
2015-06-30 00:00:00,4504000000.0,1235000000.0,3269000000.0,1125000000.0,1036000000.0,1098000000.0,,-18000000.0,1080000000.0,98000000.0,982000000.0,982000000.0,3.16,0.7258,0.2438,0.2398,0.218,0.1998,1311000000.0,1098000000.0,2.9713,3.1644,3.1644,982000000.0,982000000.0,0.2911,0.2202,EA
2015-03-31 00:00:00,4515000000.0,1429000000.0,3086000000.0,1094000000.0,1033000000.0,948000000.0,,-23000000.0,925000000.0,50000000.0,875000000.0,875000000.0,2.81,0.6835,0.21,0.2049,0.1938,0.2153,1168000000.0,948000000.0,2.6923,2.8135,2.8135,875000000.0,875000000.0,0.2587,0.2363,EA
2014-12-31 00:00:00,4453000000.0,1418000000.0,3035000000.0,1098000000.0,1029000000.0,892000000.0,,-27000000.0,865000000.0,18000000.0,847000000.0,847000000.0,2.72,0.6816,0.2003,0.1943,0.1902,0.2405,1114000000.0,892000000.0,2.6862,2.7153,2.7153,847000000.0,847000000.0,0.2502,0.2583,EA
2014-09-30 00:00:00,4135000000.0,1534000000.0,2601000000.0,1090000000.0,1058000000.0,438000000.0,,-27000000.0,411000000.0,14000000.0,397000000.0,397000000.0,1.26,0.629,0.1059,0.0994,0.096,0.2566,665000000.0,438000000.0,1.2498,1.2619,1.2619,397000000.0,397000000.0,0.1608,0.2788,EA
2014-06-30 00:00:00,3840000000.0,1520000000.0,2320000000.0,1112000000.0,1076000000.0,162000000.0,,-29000000.0,133000000.0,12000000.0,121000000.0,121000000.0,0.36,0.6042,0.0422,0.0346,0.0315,0.2263,389000000.0,162000000.0,0.3541,0.3659,0.3659,121000000.0,121000000.0,0.1013,0.251,EA
2014-03-31 00:00:00,3575000000.0,1347000000.0,2228000000.0,1125000000.0,1090000000.0,33000000.0,,-26000000.0,7000000.0,-1000000.0,8000000.0,8000000.0,0.02,0.6232,0.0092,0.002,0.0022,0.172,260000000.0,33000000.0,0.0252,0.0259,0.0259,8000000.0,8000000.0,0.0727,0.1992,EA
2013-12-31 00:00:00,3661000000.0,1433000000.0,2228000000.0,1123000000.0,1124000000.0,-2000000.0,,2000000.0,0.0,36000000.0,-36000000.0,-36000000.0,-0.09,0.6086,-0.0005,0.0,-0.0098,0.1524,254000000.0,-2000000.0,-0.133,-0.1171,-0.1171,-36000000.0,-36000000.0,0.0694,0.1814,EA
2013-09-30 00:00:00,3775000000.0,1345000000.0,2430000000.0,1126000000.0,1109000000.0,251000000.0,,14000000.0,265000000.0,38000000.0,227000000.0,227000000.0,0.76,0.6437,0.0665,0.0702,0.0601,0.0633,515000000.0,251000000.0,0.7158,0.7317,0.7317,227000000.0,227000000.0,0.1364,0.0906,EA
2013-06-30 00:00:00,3791000000.0,1377000000.0,2414000000.0,1149000000.0,1135000000.0,139000000.0,,18000000.0,157000000.0,38000000.0,119000000.0,119000000.0,0.44,0.6368,0.0367,0.0414,0.0314,0.057,403000000.0,139000000.0,0.3965,0.4124,0.4124,119000000.0,119000000.0,0.1063,0.0844,EA
2013-03-31 00:00:00,3797000000.0,1388000000.0,2409000000.0,1153000000.0,1142000000.0,121000000.0,,18000000.0,139000000.0,41000000.0,98000000.0,98000000.0,0.34,0.6344,0.0319,0.0366,0.0258,0.0574,385000000.0,121000000.0,0.3131,0.3162,0.3162,98000000.0,98000000.0,0.1014,0.0853,EA
2012-12-31 00:00:00,3956000000.0,1453000000.0,2503000000.0,1118000000.0,1217000000.0,177000000.0,,-7000000.0,170000000.0,-5000000.0,175000000.0,175000000.0,0.49,0.6327,0.0447,0.043,0.0442,0.0356,423000000.0,177000000.0,0.4895,0.487,0.487,175000000.0,175000000.0,0.1069,0.093,EA
