Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Share of Subsidiary Earnings,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2016-03-31 00:00:00,3940922000.0,2747676100.0,1193245900.0,,510889500.0,-73194000.0,49245000.0,437696000.0,44244000.0,393452000.0,,387262000.0,1.07,0.3028,0.1296,0.1111,0.0983,0.3075,515637500.0,510889700.0,1.0617,1.0988,1.0988,393452000.0,393452000.0,0.1308,0.3134,ACGL
2015-12-31 00:00:00,3936590000.0,2713681100.0,1222908900.0,,546949500.0,20244000.0,45874000.0,567194000.0,40612000.0,526582000.0,,515800000.0,1.4034,0.3107,0.1389,0.1441,0.131,0.2473,546949500.0,546949700.0,1.3927,1.4413,1.4413,526582000.0,526582000.0,0.1389,0.2535,ACGL
2015-09-30 00:00:00,4049037000.0,2725984100.0,1323052900.0,,685009100.0,55377000.0,42791000.0,740386000.0,34676000.0,705710000.0,,672385000.0,1.8067,0.3268,0.1692,0.1829,0.1661,0.2522,685009100.0,685009100.0,1.8336,1.8938,1.8938,705710000.0,705710000.0,0.1692,0.2581,ACGL
2015-06-30 00:00:00,4108978000.0,2687897100.0,1421080900.0,,790516200.0,105876000.0,33643000.0,896392000.0,31418000.0,864974000.0,,821027000.0,2.1633,0.3458,0.1924,0.2182,0.1998,0.2359,790516200.0,790516200.0,2.2106,2.2809,2.2809,864974000.0,864974000.0,0.1924,0.2359,ACGL
2015-03-31 00:00:00,4124986000.0,2636722100.0,1488263900.0,,869957200.0,112842000.0,43966000.0,982799000.0,31927000.0,950872000.0,,913253000.0,2.37,0.3608,0.2109,0.2383,0.2214,0.2198,869957200.0,869957200.0,2.3929,2.4683,2.4683,950872000.0,950872000.0,0.2109,0.2241,ACGL
2014-12-31 00:00:00,3988873000.0,2576512100.0,1412360900.0,,806137200.0,38110000.0,45634000.0,844247000.0,22987000.0,821260000.0,,812417000.0,2.07,0.3541,0.2021,0.2117,0.2037,0.255,806137200.0,806137200.0,2.029,2.0926,2.0926,821260000.0,821260000.0,0.2021,0.26,ACGL
2014-09-30 00:00:00,3897500000.0,2497321900.0,1400178100.0,,813480300.0,-4937000.0,42263000.0,808543000.0,32927000.0,775616000.0,,758743000.0,1.9167,0.3593,0.2087,0.2075,0.1947,0.2572,813480300.0,813480300.0,1.896,1.9569,1.9569,775616000.0,775616000.0,0.2087,0.2626,ACGL
2014-06-30 00:00:00,3766117000.0,2406459900.0,1359657100.0,,804369200.0,-103315000.0,44048000.0,701054000.0,33877000.0,667177000.0,,644893000.0,1.6301,0.361,0.2136,0.1861,0.1712,0.2376,804369200.0,804369200.0,1.6297,1.684,1.684,667177000.0,667177000.0,0.2136,0.2431,ACGL
2014-03-31 00:00:00,3582247000.0,2313113900.0,1269133100.0,,742787100.0,-78728000.0,35566000.0,664059000.0,31659000.0,632400000.0,,613817000.0,1.5534,0.3543,0.2074,0.1854,0.1713,0.2301,742787100.0,742787100.0,1.5484,1.6009,1.6009,632400000.0,632400000.0,0.2074,0.2354,ACGL
2013-12-31 00:00:00,3526157000.0,2243526900.0,1282630100.0,,781900100.0,-39395000.0,27060000.0,742505000.0,32774000.0,709731000.0,,687793000.0,1.7467,0.3637,0.2217,0.2106,0.1951,0.2363,781900100.0,781900100.0,1.7425,1.8011,1.8011,709731000.0,709731000.0,0.2217,0.2413,ACGL
2013-09-30 00:00:00,3523185000.0,2407757000.0,1115428000.0,,622016000.0,-49358000.0,23874000.0,572658000.0,5200000.0,567458000.0,,545520000.0,1.3833,0.3166,0.1765,0.1625,0.1548,0.2274,622016000.0,622016100.0,1.3933,1.4418,1.4418,567458000.0,567458000.0,0.1765,0.2318,ACGL
2013-06-30 00:00:00,3566836000.0,2405335000.0,1161501000.0,,672730000.0,-27196000.0,25315000.0,645534000.0,3245000.0,642289000.0,,620351000.0,1.5599,0.3256,0.1886,0.181,0.1739,0.2516,672730000.0,672730100.0,1.5677,1.6188,1.6188,642289000.0,642289000.0,0.1886,0.2559,ACGL
2013-03-31 00:00:00,3557514000.0,2382987000.0,1174527000.0,,695463100.0,-10905000.0,26902000.0,684558000.0,-1059000.0,685617000.0,,650903000.0,1.6533,0.3302,0.1955,0.1924,0.183,0.2717,695463100.0,695463200.0,1.6647,1.7157,1.7157,685617000.0,685617000.0,0.1955,0.2762,ACGL
2012-12-31 00:00:00,3482381000.0,2370161000.0,1112220000.0,,646867100.0,-57480000.0,28525000.0,589387000.0,-4010000.0,593397000.0,,557706000.0,1.4066,0.3194,0.1858,0.1692,0.1602,0.2593,646867100.0,646867200.0,1.4306,1.4713,1.4713,593397000.0,593397000.0,0.1858,0.2646,ACGL
