Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,Investment Gain/Loss (Other),Income (Other),EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2017-06-30 00:00:00,2428143000.0,813652000.0,1614491000.0,50626000.0,848364100.0,-389480000.0,388993000.0,28129000.0,387653100.0,458884000.0,1332000.0,457552000.0,822256800.0,2.25,0.6649,0.3494,0.189,0.3386,0.5282,1597068100.0,848364100.0,2.2557,,2.3785,,2.2756,873333800.0,,873973900.0,0.6577,0.5346,EQR
2017-03-31 00:00:00,2410817000.0,799957000.0,1610860000.0,55296000.0,843832100.0,-330085000.0,384499000.0,28034000.0,357283100.0,513747000.0,1525000.0,512222000.0,845055800.0,2.32,0.6682,0.35,0.2131,0.3505,0.4853,1588912100.0,843832100.0,2.3122,,2.4476,,2.319,897538800.0,,898213900.0,0.6591,0.5461,EQR
2016-12-31 00:00:00,2425800000.0,806225000.0,1619575000.0,57840000.0,856086100.0,-439474000.0,494879000.0,20532000.0,4044055100.0,416612000.0,1613000.0,414999000.0,4289071800.0,11.77,0.6676,0.3529,0.1717,1.7681,2.922,1601488100.0,856086100.0,11.68,0.0013,12.2742,0.0015,11.75,4479585800.0,518000.0,4480103900.0,0.6602,0.5005,EQR
2016-09-30 00:00:00,2523504000.0,833701000.0,1689803000.0,61454000.0,919073900.0,-458949000.0,509924000.0,22242000.0,3910313000.0,460125000.0,1408000.0,458717000.0,4215584000.0,11.57,0.6696,0.3642,0.1823,1.6705,2.6017,1665429900.0,919074000.0,11.47,0.0004,12.0445,0.0005,11.56,4391272000.0,171000.0,4391443000.0,0.66,0.4409,EQR
2016-06-30 00:00:00,2613719000.0,856064000.0,1757655000.0,64256000.0,967294900.0,-483213000.0,538216000.0,9414000.0,3887216000.0,484082000.0,1311000.0,482771000.0,4203900000.0,11.54,0.6725,0.3701,0.1852,1.6084,2.4943,1728416900.0,967295000.0,11.44,0.0,12.0139,0.0,11.53,4379401000.0,6000.0,4379407000.0,0.6613,0.4425,EQR
2016-03-31 00:00:00,2697677000.0,884267000.0,1813410000.0,61619000.0,1007531900.0,-558110000.0,562803000.0,22680000.0,3978662000.0,449422000.0,1224000.0,448198000.0,4271420000.0,11.73,0.6722,0.3735,0.1666,1.5834,2.4281,1784857900.0,1007532000.0,11.63,0.0002,12.2098,0.0002,11.72,4449540000.0,85000.0,4449625000.0,0.6616,0.4486,EQR
2015-12-31 00:00:00,2744965000.0,905168000.0,1839797000.0,64664000.0,1009237900.0,-450858000.0,455288000.0,15024000.0,335134000.0,558380000.0,917000.0,557463000.0,863277000.0,2.38,0.6702,0.3677,0.2034,0.3145,0.2514,1796821900.0,1009238000.0,2.36,0.001,2.4981,0.001,2.37,907621000.0,397000.0,908018000.0,0.6546,0.4942,EQR
2015-09-30 00:00:00,2706432000.0,899792000.0,1806640000.0,60001000.0,972981000.0,-451028000.0,454450000.0,20067000.0,379833000.0,521953000.0,946000.0,521007000.0,876991000.0,2.42,0.6675,0.3595,0.1929,0.324,0.3976,1769704100.0,972981000.0,2.39,0.0011,2.5388,0.0011,2.42,920907000.0,432000.0,921339000.0,0.6539,0.5074,EQR
2015-06-30 00:00:00,2674221000.0,892720000.0,1781501000.0,54772000.0,958661000.0,-458519000.0,458424000.0,20984000.0,426535000.0,500142000.0,877000.0,499265000.0,901839000.0,2.49,0.6662,0.3585,0.187,0.3372,0.4064,1748456100.0,958661000.0,2.47,0.0007,2.6134,0.0007,2.49,946784000.0,289000.0,947073000.0,0.6538,0.5159,EQR
2015-03-31 00:00:00,2647677000.0,890174000.0,1757503000.0,52865000.0,940715900.0,-468391000.0,464078000.0,1726000.0,292636000.0,472325000.0,1197000.0,471128000.0,727906000.0,2.01,0.6638,0.3553,0.1784,0.2749,0.3477,1725265000.0,940715900.0,2.0,0.0018,2.1181,0.0018,2.01,765490000.0,685000.0,766175000.0,0.6516,0.5042,EQR
2014-12-31 00:00:00,2614748000.0,887857000.0,1726891000.0,50679000.0,921643900.0,-473159000.0,468548000.0,-2675000.0,212685000.0,448485000.0,1394000.0,447091000.0,627163000.0,1.74,0.6604,0.3525,0.1715,0.2399,0.2505,1697629000.0,921643900.0,1.72,0.0042,1.8237,0.0043,1.73,657101000.0,1582000.0,658683000.0,0.6493,0.5064,EQR
2014-09-30 00:00:00,2589222000.0,889706000.0,1699516000.0,56458000.0,894545900.0,-514103000.0,511741100.0,-8714000.0,128544000.0,380443000.0,990000.0,379453000.0,520399900.0,1.45,0.6564,0.3455,0.1469,0.201,0.1453,1548300900.0,894545800.0,1.33,-0.002,1.4048,-0.0019,1.33,499283000.0,48229000.0,547512000.0,0.598,0.4311,EQR
2014-06-30 00:00:00,2551773000.0,884428000.0,1667345000.0,60927000.0,771667900.0,-516547000.0,515232100.0,-14236000.0,14903000.0,255121000.0,1222000.0,253899000.0,675847900.0,1.89,0.6534,0.3024,0.1,0.2649,0.3973,1504430900.0,771667800.0,0.68,1.1243,1.8538,1.1244,0.68,254566000.0,453473000.0,708039000.0,0.5896,0.4195,EQR
2014-03-31 00:00:00,2516422000.0,877909000.0,1638513000.0,63260000.0,607335000.0,-526484000.0,523477100.0,-1002000.0,,80851000.0,1004000.0,79847000.0,887916900.0,2.48,0.6511,0.2413,0.0321,0.3528,0.7046,1468451000.0,607334900.0,0.21,2.2219,2.4638,2.222,0.21,78845000.0,848206000.0,927051000.0,0.5835,0.4023,EQR
2013-12-31 00:00:00,2387702000.0,834228000.0,1553474000.0,62179000.0,512322000.0,-633398000.0,609051100.0,-45929000.0,,-121076000.0,1169000.0,-122245000.0,1826467900.0,5.27,0.6506,0.2146,-0.0507,0.7649,2.0081,1412165900.0,512321900.0,-0.47,5.8525,5.3778,5.8525,-0.47,-168174000.0,2073527000.0,1905353000.0,0.5914,0.3639,EQR
2013-09-30 00:00:00,2149572000.0,751859000.0,1397713000.0,57088000.0,416743900.0,-526175000.0,573488000.0,-45581000.0,,-109431000.0,1234000.0,-110665000.0,2082507000.0,6.14,0.6502,0.1939,-0.0509,0.9688,2.4081,1423344900.0,416743900.0,-0.42,6.7474,6.4253,6.8483,-0.42,-156246000.0,2330128000.0,2173882000.0,0.6622,0.4426,EQR
2013-06-30 00:00:00,1974642000.0,696117000.0,1278525000.0,52734000.0,439279900.0,-448978000.0,565660000.0,-39938000.0,,-9698000.0,964000.0,-10662000.0,1924955000.0,5.82,0.6475,0.2225,-0.0049,0.9748,2.2903,1345161900.0,439279900.0,-0.11,6.0735,6.1209,6.2005,-0.11,-50600000.0,2069088000.0,2018488000.0,0.6812,0.4453,EQR
2013-03-31 00:00:00,1805776000.0,643228000.0,1162548000.0,50040000.0,503862900.0,-448349000.0,557001000.0,-46380000.0,,55514000.0,749000.0,54765000.0,1701029000.0,5.25,0.6438,0.279,0.0307,0.942,2.0918,1264882900.0,503862900.0,0.04,5.3337,5.5454,5.4607,0.04,8385000.0,1781686000.0,1790071000.0,0.7005,0.5568,EQR
2012-12-31 00:00:00,1747502000.0,625507000.0,1121995000.0,47233000.0,514092900.0,-353267000.0,476531000.0,4203000.0,,160826000.0,514000.0,160312000.0,826212000.0,2.71,0.6421,0.2942,0.092,0.4728,0.5204,1226483000.0,514092900.0,0.45,2.2545,2.9112,2.3815,0.45,160298000.0,720906000.0,881204000.0,0.7018,0.5987,EQR
